datum;celkovy_cas;aktualny_cas
2022-10-05T17:32Z;02:08;00:00
2022-10-05T17:32Z;02:08;00:00
2022-10-05T17:32Z;02:08;00:00
2022-10-05T17:32Z;02:09;00:00
2022-10-05T17:32Z;02:09;00:00
2022-10-05T17:32Z;02:09;00:00
2022-10-05T17:32Z;02:10;00:00
2022-10-05T17:32Z;02:10;00:00
2022-10-05T17:32Z;02:11;00:00
2022-10-05T17:32Z;02:11;00:00
2022-10-05T17:32Z;02:11;00:00
2022-10-05T17:32Z;02:12;00:00
2022-10-05T17:32Z;02:12;00:00
2022-10-05T17:32Z;02:12;00:00
2022-10-05T17:32Z;02:13;00:00
2022-10-05T17:32Z;02:13;00:00
2022-10-05T17:32Z;02:14;00:00
2022-10-05T17:32Z;02:14;00:00
2022-10-05T17:32Z;02:14;00:00
2022-10-05T17:32Z;02:15;00:00
2022-10-05T17:32Z;02:15;00:00
2022-10-05T17:32Z;02:15;00:00
2022-10-05T17:32Z;02:16;00:00
2022-10-05T17:32Z;02:16;00:00
2022-10-05T17:32Z;02:17;00:00
2022-10-05T17:32Z;02:17;00:00
2022-10-05T17:32Z;02:17;00:00
2022-10-05T17:32Z;02:18;00:00
2022-10-05T17:32Z;02:18;00:00
2022-10-05T17:32Z;02:18;00:00
2022-10-05T17:32Z;02:19;00:00
2022-10-05T17:32Z;02:19;00:00
2022-10-05T17:32Z;02:20;00:00
2022-10-05T17:32Z;02:20;00:00
2022-10-05T17:32Z;02:20;00:00
2022-10-05T17:33Z;02:21;00:00
2022-10-05T17:33Z;02:21;00:00
2022-10-05T17:33Z;02:22;00:00
2022-10-05T17:33Z;02:22;00:00
2022-10-05T17:33Z;02:22;00:00
2022-10-05T17:33Z;02:23;00:00
2022-10-05T17:33Z;02:23;00:00
2022-10-05T17:33Z;02:24;00:00
2022-10-05T17:33Z;02:24;00:00
2022-10-05T17:33Z;02:24;00:00
2022-10-05T17:33Z;02:25;00:00
2022-10-05T17:33Z;02:25;00:00
2022-10-05T17:33Z;02:26;00:00
2022-10-05T17:33Z;02:26;00:00
2022-10-05T17:33Z;02:26;00:00
2022-10-05T17:33Z;02:27;00:00
2022-10-05T17:33Z;02:27;00:00
2022-10-05T17:33Z;02:27;00:00
2022-10-05T17:33Z;02:28;00:00
2022-10-05T17:33Z;02:28;00:00
2022-10-05T17:33Z;02:29;00:00
2022-10-05T17:33Z;02:29;00:00
2022-10-05T17:33Z;02:29;00:00
2022-10-05T17:33Z;02:30;00:00
2022-10-05T17:33Z;02:30;00:00
2022-10-05T17:33Z;02:30;00:00
2022-10-05T17:33Z;02:31;00:00
2022-10-05T17:33Z;02:31;00:00
2022-10-05T17:33Z;02:32;00:00
2022-10-05T17:33Z;02:32;00:00
2022-10-05T17:33Z;02:32;00:00
2022-10-05T17:33Z;02:33;00:00
2022-10-05T17:33Z;02:33;00:00
2022-10-05T17:33Z;02:34;00:00
2022-10-05T17:33Z;02:34;00:00
2022-10-05T17:33Z;02:34;00:00
2022-10-05T17:33Z;02:35;00:00
2022-10-05T17:33Z;02:35;00:00
2022-10-05T17:33Z;02:35;00:00
2022-10-05T17:33Z;02:36;00:00
2022-10-05T17:33Z;02:36;00:00
2022-10-05T17:33Z;02:37;00:00
2022-10-05T17:33Z;02:37;00:00
2022-10-05T17:33Z;02:37;00:00
2022-10-05T17:33Z;02:38;00:00
2022-10-05T17:33Z;02:38;00:00
2022-10-05T17:33Z;02:39;00:00
2022-10-05T17:33Z;02:39;00:00
2022-10-05T17:33Z;02:39;00:00
2022-10-05T17:33Z;02:40;00:00
2022-10-05T17:33Z;02:40;00:00
2022-10-05T17:33Z;02:41;00:00
2022-10-05T17:33Z;02:41;00:00
2022-10-05T17:33Z;02:41;00:00
2022-10-05T17:33Z;02:42;00:00
2022-10-05T17:33Z;02:42;00:00
2022-10-05T17:33Z;02:43;00:00
2022-10-05T17:33Z;02:43;00:00
2022-10-05T17:33Z;02:43;00:00
2022-10-05T17:33Z;02:44;00:00
2022-10-05T17:33Z;02:44;00:00
2022-10-05T17:33Z;02:45;00:00
2022-10-05T17:33Z;02:45;00:00
2022-10-05T17:33Z;02:45;00:00
2022-10-05T17:33Z;02:46;00:00
2022-10-05T17:33Z;02:46;00:00
2022-10-05T17:33Z;02:47;00:00
2022-10-05T17:33Z;02:47;00:00
2022-10-05T17:33Z;02:47;00:00
2022-10-05T17:33Z;02:48;00:00
2022-10-05T17:33Z;02:48;00:00
2022-10-05T17:33Z;02:49;00:00
2022-10-05T17:33Z;02:49;00:00
2022-10-05T17:33Z;02:49;00:00
2022-10-05T17:33Z;02:50;00:00
2022-10-05T17:33Z;02:50;00:00
2022-10-05T17:33Z;02:50;00:00
2022-10-05T17:33Z;02:51;00:00
2022-10-05T17:33Z;02:51;00:00
2022-10-05T17:33Z;02:52;00:00
2022-10-05T17:33Z;02:52;00:00
2022-10-05T17:33Z;02:52;00:00
2022-10-05T17:33Z;02:53;00:00
2022-10-05T17:33Z;02:53;00:00
2022-10-05T17:33Z;02:54;00:00
2022-10-05T17:33Z;02:54;00:00
2022-10-05T17:33Z;02:55;00:00
2022-10-05T17:33Z;02:55;00:00
2022-10-05T17:33Z;02:55;00:00
2022-10-05T17:33Z;02:56;00:00
2022-10-05T17:33Z;02:56;00:00
2022-10-05T17:33Z;02:57;00:00
2022-10-05T17:33Z;02:57;00:00
2022-10-05T17:33Z;02:57;00:00
2022-10-05T17:33Z;02:58;00:00
2022-10-05T17:33Z;02:58;00:00
2022-10-05T17:33Z;02:59;00:00
2022-10-05T17:33Z;02:59;00:00
2022-10-05T17:33Z;03:00;00:00
2022-10-05T17:33Z;03:00;00:00
2022-10-05T17:33Z;03:01;00:00
2022-10-05T17:33Z;03:01;00:00
2022-10-05T17:33Z;03:01;00:00
2022-10-05T17:33Z;03:02;00:00
2022-10-05T17:33Z;03:02;00:00
2022-10-05T17:33Z;03:03;00:00
2022-10-05T17:33Z;03:03;00:00
2022-10-05T17:33Z;03:03;00:00
2022-10-05T17:33Z;03:04;00:00
2022-10-05T17:33Z;03:04;00:00
2022-10-05T17:33Z;03:05;00:00
2022-10-05T17:33Z;03:05;00:00
2022-10-05T17:33Z;03:05;00:00
2022-10-05T17:33Z;03:06;00:00
2022-10-05T17:33Z;03:06;00:00
2022-10-05T17:33Z;03:06;00:00
2022-10-05T17:33Z;03:07;00:00
2022-10-05T17:33Z;03:07;00:00
2022-10-05T17:33Z;03:08;00:00
2022-10-05T17:33Z;03:08;00:00
2022-10-05T17:33Z;03:08;00:00
2022-10-05T17:33Z;03:09;00:00
2022-10-05T17:33Z;03:09;00:00
2022-10-05T17:33Z;03:10;00:00
2022-10-05T17:33Z;03:10;00:00
2022-10-05T17:33Z;03:10;00:00
2022-10-05T17:33Z;03:11;00:00
2022-10-05T17:33Z;03:11;00:00
2022-10-05T17:33Z;03:12;00:00
2022-10-05T17:33Z;03:12;00:00
2022-10-05T17:33Z;03:12;00:00
2022-10-05T17:33Z;03:13;00:00
2022-10-05T17:33Z;03:13;00:00
2022-10-05T17:33Z;03:13;00:00
2022-10-05T17:33Z;03:14;00:00
2022-10-05T17:33Z;03:14;00:00
2022-10-05T17:33Z;03:15;00:00
2022-10-05T17:33Z;03:15;00:00
2022-10-05T17:33Z;03:15;00:00
2022-10-05T17:33Z;03:16;00:00
2022-10-05T17:33Z;03:16;00:00
2022-10-05T17:33Z;03:17;00:00
2022-10-05T17:33Z;03:17;00:00
2022-10-05T17:33Z;03:17;00:00
2022-10-05T17:33Z;03:18;00:00
2022-10-05T17:33Z;03:18;00:00
2022-10-05T17:33Z;03:18;00:00
2022-10-05T17:33Z;03:19;00:00
2022-10-05T17:33Z;03:19;00:00
2022-10-05T17:33Z;03:20;00:00
2022-10-05T17:33Z;03:20;00:00
2022-10-05T17:34Z;03:20;00:00
2022-10-05T17:34Z;03:21;00:00
2022-10-05T17:34Z;03:21;00:00
2022-10-05T17:34Z;03:22;00:00
2022-10-05T17:34Z;03:22;00:00
2022-10-05T17:34Z;03:22;00:00
2022-10-05T17:34Z;03:23;00:00
2022-10-05T17:34Z;03:23;00:00
2022-10-05T17:34Z;03:24;00:00
2022-10-05T17:34Z;03:24;00:00
2022-10-05T17:34Z;03:24;00:00
2022-10-05T17:34Z;03:25;00:00
2022-10-05T17:34Z;03:25;00:00
2022-10-05T17:34Z;03:25;00:00
2022-10-05T17:34Z;03:26;00:00
2022-10-05T17:34Z;03:26;00:00
2022-10-05T17:34Z;03:27;00:00
2022-10-05T17:34Z;03:27;00:00
2022-10-05T17:34Z;03:27;00:00
2022-10-05T17:34Z;03:28;00:00
2022-10-05T17:34Z;03:28;00:00
2022-10-05T17:34Z;03:29;00:00
2022-10-05T17:34Z;03:29;00:00
2022-10-05T17:34Z;03:29;00:00
2022-10-05T17:34Z;03:30;00:00
2022-10-05T17:34Z;03:30;00:00
2022-10-05T17:34Z;03:31;00:00
2022-10-05T17:34Z;03:31;00:00
2022-10-05T17:34Z;03:31;00:00
2022-10-05T17:34Z;03:32;00:00
2022-10-05T17:34Z;03:32;00:00
2022-10-05T17:34Z;03:32;00:00
2022-10-05T17:34Z;03:33;00:00
2022-10-05T17:34Z;03:33;00:00
2022-10-05T17:34Z;03:33;00:00
2022-10-05T17:34Z;03:33;00:00
2022-10-05T17:34Z;03:34;00:00
2022-10-05T17:34Z;03:34;00:00
2022-10-05T17:34Z;03:34;00:00
2022-10-05T17:34Z;03:34;00:00
2022-10-05T17:34Z;03:35;00:00
2022-10-05T17:34Z;03:35;00:00
2022-10-05T17:34Z;03:35;00:00
2022-10-05T17:34Z;03:35;00:00
2022-10-05T17:34Z;03:36;00:00
2022-10-05T17:34Z;03:36;00:00
2022-10-05T17:34Z;03:36;00:00
2022-10-05T17:34Z;03:36;00:00
2022-10-05T17:34Z;03:37;00:00
2022-10-05T17:34Z;03:37;00:00
2022-10-05T17:34Z;03:37;00:00
2022-10-05T17:34Z;03:37;00:00
2022-10-05T17:34Z;03:38;00:00
2022-10-05T17:34Z;03:38;00:00
2022-10-05T17:34Z;03:38;00:00
2022-10-05T17:34Z;03:38;00:00
2022-10-05T17:34Z;03:39;00:00
2022-10-05T17:34Z;03:39;00:00
2022-10-05T17:34Z;03:39;00:00
2022-10-05T17:34Z;03:39;00:00
2022-10-05T17:34Z;03:39;00:00
2022-10-05T17:34Z;03:40;00:00
2022-10-05T17:34Z;03:40;00:00
2022-10-05T17:34Z;03:40;00:00
2022-10-05T17:34Z;03:40;00:00
2022-10-05T17:34Z;03:41;00:00
2022-10-05T17:34Z;03:41;00:00
2022-10-05T17:34Z;03:41;00:00
2022-10-05T17:34Z;03:41;00:00
2022-10-05T17:34Z;03:42;00:00
2022-10-05T17:34Z;03:42;00:00
2022-10-05T17:34Z;03:42;00:00
2022-10-05T17:34Z;03:43;00:00
2022-10-05T17:34Z;03:43;00:00
2022-10-05T17:34Z;03:43;00:00
2022-10-05T17:34Z;03:43;00:00
2022-10-05T17:34Z;03:44;00:00
2022-10-05T17:34Z;03:44;00:00
2022-10-05T17:34Z;03:44;00:00
2022-10-05T17:34Z;03:44;00:00
2022-10-05T17:34Z;03:45;00:00
2022-10-05T17:34Z;03:45;00:00
2022-10-05T17:34Z;03:45;00:00
2022-10-05T17:34Z;03:46;00:00
2022-10-05T17:34Z;03:46;00:00
2022-10-05T17:34Z;03:46;00:00
2022-10-05T17:34Z;03:46;00:00
2022-10-05T17:34Z;03:47;00:00
2022-10-05T17:34Z;03:47;00:00
2022-10-05T17:34Z;03:47;00:00
2022-10-05T17:34Z;03:47;00:00
2022-10-05T17:34Z;03:48;00:00
2022-10-05T17:34Z;03:48;00:00
2022-10-05T17:34Z;03:48;00:00
2022-10-05T17:34Z;03:49;00:00
2022-10-05T17:34Z;03:49;00:00
2022-10-05T17:34Z;03:49;00:00
2022-10-05T17:34Z;03:49;00:00
2022-10-05T17:34Z;03:50;00:00
2022-10-05T17:34Z;03:50;00:00
2022-10-05T17:34Z;03:50;00:00
2022-10-05T17:34Z;03:51;00:00
2022-10-05T17:34Z;03:51;00:00
2022-10-05T17:34Z;03:51;00:00
2022-10-05T17:34Z;03:51;00:00
2022-10-05T17:34Z;03:52;00:00
2022-10-05T17:34Z;03:52;00:00
2022-10-05T17:34Z;03:52;00:00
2022-10-05T17:34Z;03:52;00:00
2022-10-05T17:34Z;03:53;00:00
2022-10-05T17:34Z;03:53;00:00
2022-10-05T17:34Z;03:53;00:00
2022-10-05T17:34Z;03:54;00:00
2022-10-05T17:34Z;03:54;00:00
2022-10-05T17:34Z;03:54;00:00
2022-10-05T17:34Z;03:55;00:00
2022-10-05T17:34Z;03:55;00:00
2022-10-05T17:34Z;03:55;00:00
2022-10-05T17:34Z;03:55;00:00
2022-10-05T17:34Z;03:56;00:00
2022-10-05T17:34Z;03:56;00:00
2022-10-05T17:34Z;03:56;00:00
2022-10-05T17:34Z;03:56;00:00
2022-10-05T17:34Z;03:57;00:00
2022-10-05T17:34Z;03:57;00:00
2022-10-05T17:34Z;03:57;00:00
2022-10-05T17:34Z;03:58;00:00
2022-10-05T17:34Z;03:58;00:00
2022-10-05T17:34Z;03:58;00:00
2022-10-05T17:34Z;03:59;00:00
2022-10-05T17:34Z;03:59;00:00
2022-10-05T17:34Z;03:59;00:00
2022-10-05T17:34Z;04:00;00:00
2022-10-05T17:34Z;04:00;00:00
2022-10-05T17:34Z;04:00;00:00
2022-10-05T17:34Z;04:01;00:00
2022-10-05T17:34Z;04:01;00:00
2022-10-05T17:34Z;04:01;00:00
2022-10-05T17:34Z;04:01;00:00
2022-10-05T17:34Z;04:01;00:00
2022-10-05T17:34Z;04:02;00:00
2022-10-05T17:34Z;04:02;00:00
2022-10-05T17:34Z;04:02;00:00
2022-10-05T17:34Z;04:02;00:00
2022-10-05T17:34Z;04:03;00:00
2022-10-05T17:34Z;04:03;00:00
2022-10-05T17:34Z;04:03;00:00
2022-10-05T17:34Z;04:03;00:00
2022-10-05T17:34Z;04:03;00:00
